image1,image2,identity1,identity2,demographic1,demographic2,gender1,gender2,age1,age2,label,cosine_similarity,euclidean_distance,cosine_distance
data\processed\lfw\lfw\Theo_Epstein\Theo_Epstein_0001.jpg,data\processed\lfw\lfw\Keith_Brown\Keith_Brown_0001.jpg,Theo_Epstein,Keith_Brown,lfw,lfw,,,,,0,0.14814539,23.659508,0.8518546
data\processed\lfw\lfw\Geraldine_Chaplin\Geraldine_Chaplin_0001.jpg,data\processed\lfw\lfw\Zhang_Ziyi\Zhang_Ziyi_0004.jpg,Geraldine_Chaplin,Zhang_Ziyi,lfw,lfw,,,,,0,0.41965237,19.827635,0.58034766
data\processed\lfw\lfw\Julie_Gerberding\Julie_Gerberding_0001.jpg,data\processed\lfw\lfw\Julie_Gerberding\Julie_Gerberding_0002.jpg,Julie_Gerberding,Julie_Gerberding,lfw,lfw,,,,,1,0.75127774,11.874914,0.24872226
data\processed\lfw\lfw\Barry_Zito\Barry_Zito_0001.jpg,data\processed\lfw\lfw\David_Howard\David_Howard_0001.jpg,Barry_Zito,David_Howard,lfw,lfw,,,,,0,0.2579578,21.257067,0.7420422
data\processed\lfw\lfw\Eric_Fehr\Eric_Fehr_0001.jpg,data\processed\lfw\lfw\Lee_Chang-dong\Lee_Chang-dong_0001.jpg,Eric_Fehr,Lee_Chang-dong,lfw,lfw,,,,,0,0.44284797,21.996212,0.55715203
data\processed\lfw\lfw\Guennadi_Chipouline\Guennadi_Chipouline_0001.jpg,data\processed\lfw\lfw\Oliver_Neuville\Oliver_Neuville_0001.jpg,Guennadi_Chipouline,Oliver_Neuville,lfw,lfw,,,,,0,0.31328383,21.847118,0.6867162
data\processed\lfw\lfw\Hugo_Chavez\Hugo_Chavez_0040.jpg,data\processed\lfw\lfw\Hugo_Chavez\Hugo_Chavez_0057.jpg,Hugo_Chavez,Hugo_Chavez,lfw,lfw,,,,,1,0.21152066,22.45211,0.7884793
data\processed\lfw\lfw\Tommy_Maddox\Tommy_Maddox_0001.jpg,data\processed\lfw\lfw\Alan_Tang_Kwong-wing\Alan_Tang_Kwong-wing_0001.jpg,Tommy_Maddox,Alan_Tang_Kwong-wing,lfw,lfw,,,,,0,0.15232113,22.796562,0.8476789
data\processed\lfw\lfw\Mo_Elleithee\Mo_Elleithee_0001.jpg,data\processed\lfw\lfw\Agnes_Bruckner\Agnes_Bruckner_0001.jpg,Mo_Elleithee,Agnes_Bruckner,lfw,lfw,,,,,0,0.16767512,24.604069,0.83232486
data\processed\lfw\lfw\Lance_Bass\Lance_Bass_0001.jpg,data\processed\lfw\lfw\Lance_Bass\Lance_Bass_0002.jpg,Lance_Bass,Lance_Bass,lfw,lfw,,,,,1,0.39091334,18.636703,0.60908663
data\processed\lfw\lfw\Wu_Yi\Wu_Yi_0002.jpg,data\processed\lfw\lfw\Wu_Yi\Wu_Yi_0003.jpg,Wu_Yi,Wu_Yi,lfw,lfw,,,,,1,0.4494964,18.587696,0.5505036
data\processed\lfw\lfw\Patrick_Ewing\Patrick_Ewing_0001.jpg,data\processed\lfw\lfw\Jimmy_Gobble\Jimmy_Gobble_0001.jpg,Patrick_Ewing,Jimmy_Gobble,lfw,lfw,,,,,0,0.19342288,21.935047,0.8065771
data\processed\lfw\lfw\Galen_Rowell\Galen_Rowell_0001.jpg,data\processed\lfw\lfw\Roger_Etchegaray\Roger_Etchegaray_0001.jpg,Galen_Rowell,Roger_Etchegaray,lfw,lfw,,,,,0,0.25959077,21.209366,0.74040926
data\processed\lfw\lfw\Norm_Coleman\Norm_Coleman_0002.jpg,data\processed\lfw\lfw\Norm_Coleman\Norm_Coleman_0007.jpg,Norm_Coleman,Norm_Coleman,lfw,lfw,,,,,1,0.57486576,16.408142,0.42513424
data\processed\lfw\lfw\Drew_Barrymore\Drew_Barrymore_0001.jpg,data\processed\lfw\lfw\Orlando_Bloom\Orlando_Bloom_0003.jpg,Drew_Barrymore,Orlando_Bloom,lfw,lfw,,,,,0,0.22200254,22.577923,0.7779975
data\processed\lfw\lfw\Augusto_Roa_Bastos\Augusto_Roa_Bastos_0001.jpg,data\processed\lfw\lfw\Augusto_Roa_Bastos\Augusto_Roa_Bastos_0002.jpg,Augusto_Roa_Bastos,Augusto_Roa_Bastos,lfw,lfw,,,,,1,0.2233169,21.083761,0.7766831
data\processed\lfw\lfw\Anthony_LaPaglia\Anthony_LaPaglia_0002.jpg,data\processed\lfw\lfw\Anthony_Ervin\Anthony_Ervin_0001.jpg,Anthony_LaPaglia,Anthony_Ervin,lfw,lfw,,,,,0,0.24690366,22.568895,0.75309634
data\processed\lfw\lfw\Jack_Straw\Jack_Straw_0007.jpg,data\processed\lfw\lfw\Jack_Straw\Jack_Straw_0017.jpg,Jack_Straw,Jack_Straw,lfw,lfw,,,,,1,0.51526296,14.3055,0.48473704
data\processed\lfw\lfw\Andre_Agassi\Andre_Agassi_0003.jpg,data\processed\lfw\lfw\Andre_Agassi\Andre_Agassi_0005.jpg,Andre_Agassi,Andre_Agassi,lfw,lfw,,,,,1,0.19150233,13.804148,0.80849767
data\processed\lfw\lfw\John_Moxley\John_Moxley_0001.jpg,data\processed\lfw\lfw\Alan_Dershowitz\Alan_Dershowitz_0001.jpg,John_Moxley,Alan_Dershowitz,lfw,lfw,,,,,0,0.2622238,21.928629,0.73777616
data\processed\lfw\lfw\Eileen_Coparropa\Eileen_Coparropa_0002.jpg,data\processed\lfw\lfw\Johnnie_Lynn\Johnnie_Lynn_0001.jpg,Eileen_Coparropa,Johnnie_Lynn,lfw,lfw,,,,,0,0.1770531,25.39051,0.8229469
data\processed\lfw\lfw\Chanda_Rubin\Chanda_Rubin_0003.jpg,data\processed\lfw\lfw\Chanda_Rubin\Chanda_Rubin_0004.jpg,Chanda_Rubin,Chanda_Rubin,lfw,lfw,,,,,1,0.53434396,16.099533,0.46565604
data\processed\lfw\lfw\Joschka_Fischer\Joschka_Fischer_0012.jpg,data\processed\lfw\lfw\Joschka_Fischer\Joschka_Fischer_0014.jpg,Joschka_Fischer,Joschka_Fischer,lfw,lfw,,,,,1,0.63309324,11.804692,0.36690676
data\processed\lfw\lfw\Serena_Williams\Serena_Williams_0042.jpg,data\processed\lfw\lfw\Serena_Williams\Serena_Williams_0045.jpg,Serena_Williams,Serena_Williams,lfw,lfw,,,,,1,0.53845364,16.45681,0.46154636
data\processed\lfw\lfw\Jan_Pronk\Jan_Pronk_0001.jpg,data\processed\lfw\lfw\Andy_Rooney\Andy_Rooney_0001.jpg,Jan_Pronk,Andy_Rooney,lfw,lfw,,,,,0,0.28848484,22.034105,0.7115152
data\processed\lfw\lfw\Milo_Maestrecampo\Milo_Maestrecampo_0002.jpg,data\processed\lfw\lfw\Milo_Maestrecampo\Milo_Maestrecampo_0003.jpg,Milo_Maestrecampo,Milo_Maestrecampo,lfw,lfw,,,,,1,0.51476485,20.866123,0.48523515
data\processed\lfw\lfw\Enrique_Haroldo_Gorriaran_Merlo\Enrique_Haroldo_Gorriaran_Merlo_0001.jpg,data\processed\lfw\lfw\Jim_Wall\Jim_Wall_0001.jpg,Enrique_Haroldo_Gorriaran_Merlo,Jim_Wall,lfw,lfw,,,,,0,0.089968644,22.091024,0.9100314
data\processed\lfw\lfw\Elton_John\Elton_John_0001.jpg,data\processed\lfw\lfw\Elton_John\Elton_John_0006.jpg,Elton_John,Elton_John,lfw,lfw,,,,,1,0.45279652,17.315022,0.5472035
data\processed\lfw\lfw\Charlton_Heston\Charlton_Heston_0004.jpg,data\processed\lfw\lfw\Charlton_Heston\Charlton_Heston_0006.jpg,Charlton_Heston,Charlton_Heston,lfw,lfw,,,,,1,0.37480125,16.50881,0.6251987
data\processed\lfw\lfw\Jane_Kaczmarek\Jane_Kaczmarek_0001.jpg,data\processed\lfw\lfw\Jane_Kaczmarek\Jane_Kaczmarek_0002.jpg,Jane_Kaczmarek,Jane_Kaczmarek,lfw,lfw,,,,,1,0.8355809,10.733046,0.16441911
data\processed\lfw\lfw\Jim_Tressel\Jim_Tressel_0001.jpg,data\processed\lfw\lfw\David_Alpay\David_Alpay_0001.jpg,Jim_Tressel,David_Alpay,lfw,lfw,,,,,0,0.25506693,22.888245,0.74493307
data\processed\lfw\lfw\Heath_Ledger\Heath_Ledger_0003.jpg,data\processed\lfw\lfw\Heath_Ledger\Heath_Ledger_0004.jpg,Heath_Ledger,Heath_Ledger,lfw,lfw,,,,,1,0.5211547,18.56334,0.4788453
data\processed\lfw\lfw\Trent_Lott\Trent_Lott_0014.jpg,data\processed\lfw\lfw\Joseph_Galante\Joseph_Galante_0001.jpg,Trent_Lott,Joseph_Galante,lfw,lfw,,,,,0,0.3075596,17.882757,0.6924404
data\processed\lfw\lfw\Kimberly_Stewart\Kimberly_Stewart_0001.jpg,data\processed\lfw\lfw\Alan_Greer\Alan_Greer_0001.jpg,Kimberly_Stewart,Alan_Greer,lfw,lfw,,,,,0,0.26375693,24.241768,0.73624307
data\processed\lfw\lfw\Stephane_Rousseau\Stephane_Rousseau_0001.jpg,data\processed\lfw\lfw\Rick_Reed\Rick_Reed_0001.jpg,Stephane_Rousseau,Rick_Reed,lfw,lfw,,,,,0,0.13689905,19.41897,0.86310095
data\processed\lfw\lfw\Jose_Viegas_Filho\Jose_Viegas_Filho_0002.jpg,data\processed\lfw\lfw\Jaymon_Crabb\Jaymon_Crabb_0001.jpg,Jose_Viegas_Filho,Jaymon_Crabb,lfw,lfw,,,,,0,0.13914362,22.668224,0.8608564
data\processed\lfw\lfw\David_Caruso\David_Caruso_0001.jpg,data\processed\lfw\lfw\David_Caruso\David_Caruso_0003.jpg,David_Caruso,David_Caruso,lfw,lfw,,,,,1,0.56437284,16.326284,0.43562716
data\processed\lfw\lfw\Janet_Ecker\Janet_Ecker_0001.jpg,data\processed\lfw\lfw\Talal_Keenaan\Talal_Keenaan_0001.jpg,Janet_Ecker,Talal_Keenaan,lfw,lfw,,,,,0,0.088392384,26.555326,0.9116076
data\processed\lfw\lfw\Tatiana_Gratcheva\Tatiana_Gratcheva_0001.jpg,data\processed\lfw\lfw\James_Brosnahan\James_Brosnahan_0001.jpg,Tatiana_Gratcheva,James_Brosnahan,lfw,lfw,,,,,0,0.22735804,20.751846,0.77264196
data\processed\lfw\lfw\Jose_Serra\Jose_Serra_0001.jpg,data\processed\lfw\lfw\Jose_Serra\Jose_Serra_0009.jpg,Jose_Serra,Jose_Serra,lfw,lfw,,,,,1,0.63277423,16.250359,0.36722577
data\processed\lfw\lfw\Adam_Ant\Adam_Ant_0001.jpg,data\processed\lfw\lfw\Nizar_Trabelsi\Nizar_Trabelsi_0001.jpg,Adam_Ant,Nizar_Trabelsi,lfw,lfw,,,,,0,0.11770733,21.25785,0.8822927
data\processed\lfw\lfw\Nathalia_Gillot\Nathalia_Gillot_0001.jpg,data\processed\lfw\lfw\Claire_De_Gryse\Claire_De_Gryse_0001.jpg,Nathalia_Gillot,Claire_De_Gryse,lfw,lfw,,,,,0,0.32732248,22.304075,0.6726775
data\processed\lfw\lfw\Clint_Eastwood\Clint_Eastwood_0001.jpg,data\processed\lfw\lfw\Clint_Eastwood\Clint_Eastwood_0005.jpg,Clint_Eastwood,Clint_Eastwood,lfw,lfw,,,,,1,0.7518769,11.447457,0.24812311
data\processed\lfw\lfw\Dorthy_Moxley\Dorthy_Moxley_0002.jpg,data\processed\lfw\lfw\Edward_Albee\Edward_Albee_0001.jpg,Dorthy_Moxley,Edward_Albee,lfw,lfw,,,,,0,0.007026544,22.530153,0.99297345
data\processed\lfw\lfw\Michelle_Yeoh\Michelle_Yeoh_0001.jpg,data\processed\lfw\lfw\James_Phelps\James_Phelps_0001.jpg,Michelle_Yeoh,James_Phelps,lfw,lfw,,,,,0,0.32850522,23.462008,0.6714948
data\processed\lfw\lfw\Mathias_Reichhold\Mathias_Reichhold_0001.jpg,data\processed\lfw\lfw\Mathias_Reichhold\Mathias_Reichhold_0003.jpg,Mathias_Reichhold,Mathias_Reichhold,lfw,lfw,,,,,1,0.7251231,13.855,0.2748769
data\processed\lfw\lfw\Paul-Henri_Mathieu\Paul-Henri_Mathieu_0003.jpg,data\processed\lfw\lfw\Shane_Warne\Shane_Warne_0001.jpg,Paul-Henri_Mathieu,Shane_Warne,lfw,lfw,,,,,0,0.23920967,20.2224,0.76079035
data\processed\lfw\lfw\Jennifer_Connelly\Jennifer_Connelly_0003.jpg,data\processed\lfw\lfw\Jennifer_Connelly\Jennifer_Connelly_0004.jpg,Jennifer_Connelly,Jennifer_Connelly,lfw,lfw,,,,,1,0.74717927,12.46391,0.25282073
data\processed\lfw\lfw\Debbie_Reynolds\Debbie_Reynolds_0001.jpg,data\processed\lfw\lfw\Shinya_Taniguchi\Shinya_Taniguchi_0001.jpg,Debbie_Reynolds,Shinya_Taniguchi,lfw,lfw,,,,,0,0.11441457,22.876263,0.8855854
data\processed\lfw\lfw\David_McKiernan\David_McKiernan_0001.jpg,data\processed\lfw\lfw\Eric_Robert_Rudolph\Eric_Robert_Rudolph_0003.jpg,David_McKiernan,Eric_Robert_Rudolph,lfw,lfw,,,,,0,0.35890412,20.770641,0.6410959
data\processed\lfw\lfw\Elizabeth_Dole\Elizabeth_Dole_0001.jpg,data\processed\lfw\lfw\Elizabeth_Dole\Elizabeth_Dole_0002.jpg,Elizabeth_Dole,Elizabeth_Dole,lfw,lfw,,,,,1,0.528017,18.70198,0.47198302
data\processed\lfw\lfw\Laura_Bozzo\Laura_Bozzo_0001.jpg,data\processed\lfw\lfw\Nastassia_Kinski\Nastassia_Kinski_0002.jpg,Laura_Bozzo,Nastassia_Kinski,lfw,lfw,,,,,0,0.5101062,18.786568,0.4898938
data\processed\lfw\lfw\Larry_Thompson\Larry_Thompson_0002.jpg,data\processed\lfw\lfw\Larry_Thompson\Larry_Thompson_0003.jpg,Larry_Thompson,Larry_Thompson,lfw,lfw,,,,,1,0.5791384,16.689959,0.4208616
data\processed\lfw\lfw\Claire_De_Gryse\Claire_De_Gryse_0001.jpg,data\processed\lfw\lfw\Pedro_Malan\Pedro_Malan_0001.jpg,Claire_De_Gryse,Pedro_Malan,lfw,lfw,,,,,0,0.371613,23.38117,0.628387
data\processed\lfw\lfw\Michael_Caine\Michael_Caine_0001.jpg,data\processed\lfw\lfw\Michael_Caine\Michael_Caine_0003.jpg,Michael_Caine,Michael_Caine,lfw,lfw,,,,,1,0.364625,13.869842,0.635375
data\processed\lfw\lfw\Abdullah_Gul\Abdullah_Gul_0015.jpg,data\processed\lfw\lfw\Abdullah_Gul\Abdullah_Gul_0019.jpg,Abdullah_Gul,Abdullah_Gul,lfw,lfw,,,,,1,0.43123466,13.439662,0.56876534
data\processed\lfw\lfw\Joe_Torre\Joe_Torre_0002.jpg,data\processed\lfw\lfw\Markus_Beyer\Markus_Beyer_0001.jpg,Joe_Torre,Markus_Beyer,lfw,lfw,,,,,0,0.23819467,22.709555,0.7618053
data\processed\lfw\lfw\Trent_Lott\Trent_Lott_0003.jpg,data\processed\lfw\lfw\Trent_Lott\Trent_Lott_0012.jpg,Trent_Lott,Trent_Lott,lfw,lfw,,,,,1,0.5533133,14.259021,0.44668669
data\processed\lfw\lfw\Kurt_Warner\Kurt_Warner_0002.jpg,data\processed\lfw\lfw\Kurt_Warner\Kurt_Warner_0003.jpg,Kurt_Warner,Kurt_Warner,lfw,lfw,,,,,1,0.45159414,19.128275,0.5484059
data\processed\lfw\lfw\Jose_Rosado\Jose_Rosado_0001.jpg,data\processed\lfw\lfw\Monte_Kiffin\Monte_Kiffin_0001.jpg,Jose_Rosado,Monte_Kiffin,lfw,lfw,,,,,0,0.28488046,18.96089,0.71511954
data\processed\lfw\lfw\Christine_Todd_Whitman\Christine_Todd_Whitman_0003.jpg,data\processed\lfw\lfw\Christine_Todd_Whitman\Christine_Todd_Whitman_0005.jpg,Christine_Todd_Whitman,Christine_Todd_Whitman,lfw,lfw,,,,,1,0.36537668,20.274052,0.6346233
data\processed\lfw\lfw\James_Carville\James_Carville_0001.jpg,data\processed\lfw\lfw\Todd_Reid\Todd_Reid_0001.jpg,James_Carville,Todd_Reid,lfw,lfw,,,,,0,0.2299396,24.616863,0.7700604
data\processed\lfw\lfw\Megawati_Sukarnoputri\Megawati_Sukarnoputri_0025.jpg,data\processed\lfw\lfw\Ali_Hammoud\Ali_Hammoud_0001.jpg,Megawati_Sukarnoputri,Ali_Hammoud,lfw,lfw,,,,,0,0.46484363,18.003014,0.53515637
data\processed\lfw\lfw\John_Travolta\John_Travolta_0001.jpg,data\processed\lfw\lfw\John_Travolta\John_Travolta_0006.jpg,John_Travolta,John_Travolta,lfw,lfw,,,,,1,0.47616884,17.041128,0.5238311
data\processed\lfw\lfw\Naji_Sabri\Naji_Sabri_0003.jpg,data\processed\lfw\lfw\Naji_Sabri\Naji_Sabri_0006.jpg,Naji_Sabri,Naji_Sabri,lfw,lfw,,,,,1,0.122587994,16.996023,0.877412
data\processed\lfw\lfw\Newton_Carlton_Slawson\Newton_Carlton_Slawson_0001.jpg,data\processed\lfw\lfw\Mitt_Romney\Mitt_Romney_0001.jpg,Newton_Carlton_Slawson,Mitt_Romney,lfw,lfw,,,,,0,0.1935851,22.032528,0.8064149
data\processed\lfw\lfw\Jorge_Marquez-Ruarte\Jorge_Marquez-Ruarte_0001.jpg,data\processed\lfw\lfw\Chris_Dodd\Chris_Dodd_0001.jpg,Jorge_Marquez-Ruarte,Chris_Dodd,lfw,lfw,,,,,0,0.22817802,19.63421,0.771822
data\processed\lfw\lfw\Yasser_Arafat\Yasser_Arafat_0005.jpg,data\processed\lfw\lfw\Yasser_Arafat\Yasser_Arafat_0008.jpg,Yasser_Arafat,Yasser_Arafat,lfw,lfw,,,,,1,0.16854255,17.667116,0.83145744
data\processed\lfw\lfw\Edward_Seaga\Edward_Seaga_0001.jpg,data\processed\lfw\lfw\Kaisser_Bazan\Kaisser_Bazan_0001.jpg,Edward_Seaga,Kaisser_Bazan,lfw,lfw,,,,,0,0.25181308,21.63047,0.74818695
data\processed\lfw\lfw\Debbie_Allen\Debbie_Allen_0001.jpg,data\processed\lfw\lfw\Laura_Bozzo\Laura_Bozzo_0001.jpg,Debbie_Allen,Laura_Bozzo,lfw,lfw,,,,,0,0.5367823,18.187096,0.46321768
data\processed\lfw\lfw\Adam_Sandler\Adam_Sandler_0002.jpg,data\processed\lfw\lfw\Adam_Sandler\Adam_Sandler_0003.jpg,Adam_Sandler,Adam_Sandler,lfw,lfw,,,,,1,0.5568243,14.826411,0.44317567
data\processed\lfw\lfw\Amy_Cotton\Amy_Cotton_0001.jpg,data\processed\lfw\lfw\Ewan_McGregor\Ewan_McGregor_0001.jpg,Amy_Cotton,Ewan_McGregor,lfw,lfw,,,,,0,0.34909984,19.490685,0.6509001
data\processed\lfw\lfw\John_Stockton\John_Stockton_0001.jpg,data\processed\lfw\lfw\John_Stockton\John_Stockton_0005.jpg,John_Stockton,John_Stockton,lfw,lfw,,,,,1,0.38011354,21.646858,0.61988646
data\processed\lfw\lfw\Adam_Scott\Adam_Scott_0002.jpg,data\processed\lfw\lfw\Angie_Martinez\Angie_Martinez_0001.jpg,Adam_Scott,Angie_Martinez,lfw,lfw,,,,,0,-0.0026795624,20.566214,1.0026796
data\processed\lfw\lfw\Alexandra_Rozovskaya\Alexandra_Rozovskaya_0001.jpg,data\processed\lfw\lfw\Andres_Manuel_Lopez_Obrador\Andres_Manuel_Lopez_Obrador_0001.jpg,Alexandra_Rozovskaya,Andres_Manuel_Lopez_Obrador,lfw,lfw,,,,,0,0.30134207,22.4359,0.69865793
data\processed\lfw\lfw\Jennifer_Capriati\Jennifer_Capriati_0022.jpg,data\processed\lfw\lfw\Jennifer_Capriati\Jennifer_Capriati_0035.jpg,Jennifer_Capriati,Jennifer_Capriati,lfw,lfw,,,,,1,0.28204882,20.027382,0.7179512
data\processed\lfw\lfw\Keanu_Reeves\Keanu_Reeves_0006.jpg,data\processed\lfw\lfw\Keanu_Reeves\Keanu_Reeves_0010.jpg,Keanu_Reeves,Keanu_Reeves,lfw,lfw,,,,,1,0.26393548,20.55456,0.73606455
data\processed\lfw\lfw\Gro_Harlem_Brundtland\Gro_Harlem_Brundtland_0002.jpg,data\processed\lfw\lfw\Christian_Lirette\Christian_Lirette_0001.jpg,Gro_Harlem_Brundtland,Christian_Lirette,lfw,lfw,,,,,0,0.2739471,21.89261,0.7260529
data\processed\lfw\lfw\Wolfgang_Clement\Wolfgang_Clement_0001.jpg,data\processed\lfw\lfw\Sergei_Ivanov\Sergei_Ivanov_0004.jpg,Wolfgang_Clement,Sergei_Ivanov,lfw,lfw,,,,,0,0.37508154,20.581758,0.62491846
data\processed\lfw\lfw\Intisar_Ajouri\Intisar_Ajouri_0002.jpg,data\processed\lfw\lfw\Intisar_Ajouri\Intisar_Ajouri_0003.jpg,Intisar_Ajouri,Intisar_Ajouri,lfw,lfw,,,,,1,0.74863565,13.112522,0.25136435
data\processed\lfw\lfw\Chan_Gailey\Chan_Gailey_0001.jpg,data\processed\lfw\lfw\Chan_Gailey\Chan_Gailey_0002.jpg,Chan_Gailey,Chan_Gailey,lfw,lfw,,,,,1,0.09161941,19.926487,0.90838057
data\processed\lfw\lfw\Jacqueline_Marris\Jacqueline_Marris_0001.jpg,data\processed\lfw\lfw\Ashlea_Talbot\Ashlea_Talbot_0001.jpg,Jacqueline_Marris,Ashlea_Talbot,lfw,lfw,,,,,0,0.4250633,17.881725,0.5749367
data\processed\lfw\lfw\Atal_Bihari_Vajpayee\Atal_Bihari_Vajpayee_0007.jpg,data\processed\lfw\lfw\Atal_Bihari_Vajpayee\Atal_Bihari_Vajpayee_0017.jpg,Atal_Bihari_Vajpayee,Atal_Bihari_Vajpayee,lfw,lfw,,,,,1,0.5316329,20.042261,0.4683671
data\processed\lfw\lfw\Eric_Daze\Eric_Daze_0001.jpg,data\processed\lfw\lfw\Abdel_Madi_Shabneh\Abdel_Madi_Shabneh_0001.jpg,Eric_Daze,Abdel_Madi_Shabneh,lfw,lfw,,,,,0,0.2490351,19.611584,0.7509649
data\processed\lfw\lfw\Muhammad_Ali\Muhammad_Ali_0009.jpg,data\processed\lfw\lfw\Lloyd_Mudiwa\Lloyd_Mudiwa_0001.jpg,Muhammad_Ali,Lloyd_Mudiwa,lfw,lfw,,,,,0,0.26578847,16.373983,0.73421156
data\processed\lfw\lfw\Charlotte_Church\Charlotte_Church_0001.jpg,data\processed\lfw\lfw\Larry_Beinfest\Larry_Beinfest_0001.jpg,Charlotte_Church,Larry_Beinfest,lfw,lfw,,,,,0,0.4524243,20.632627,0.5475757
data\processed\lfw\lfw\Gordana_Grubin\Gordana_Grubin_0001.jpg,data\processed\lfw\lfw\Nicholoas_DiMarzio\Nicholoas_DiMarzio_0001.jpg,Gordana_Grubin,Nicholoas_DiMarzio,lfw,lfw,,,,,0,0.10515888,20.717482,0.89484113
data\processed\lfw\lfw\Amanda_Coetzer\Amanda_Coetzer_0001.jpg,data\processed\lfw\lfw\Ronaldo_Luis_Nazario_de_Lima\Ronaldo_Luis_Nazario_de_Lima_0004.jpg,Amanda_Coetzer,Ronaldo_Luis_Nazario_de_Lima,lfw,lfw,,,,,0,0.2674142,22.02318,0.7325858
data\processed\lfw\lfw\Al_Cardenas\Al_Cardenas_0001.jpg,data\processed\lfw\lfw\Sergio_Garcia\Sergio_Garcia_0001.jpg,Al_Cardenas,Sergio_Garcia,lfw,lfw,,,,,0,0.2510259,21.394403,0.7489741
data\processed\lfw\lfw\Brad_Johnson\Brad_Johnson_0003.jpg,data\processed\lfw\lfw\Brad_Johnson\Brad_Johnson_0004.jpg,Brad_Johnson,Brad_Johnson,lfw,lfw,,,,,1,0.42324406,18.724873,0.57675594
data\processed\lfw\lfw\Liza_Minnelli\Liza_Minnelli_0003.jpg,data\processed\lfw\lfw\Liza_Minnelli\Liza_Minnelli_0007.jpg,Liza_Minnelli,Liza_Minnelli,lfw,lfw,,,,,1,0.7258511,14.259445,0.27414888
data\processed\lfw\lfw\Marina_Anissina\Marina_Anissina_0001.jpg,data\processed\lfw\lfw\Marina_Anissina\Marina_Anissina_0002.jpg,Marina_Anissina,Marina_Anissina,lfw,lfw,,,,,1,0.5589046,14.326071,0.4410954
data\processed\lfw\lfw\Kristanna_Loken\Kristanna_Loken_0001.jpg,data\processed\lfw\lfw\Kristanna_Loken\Kristanna_Loken_0005.jpg,Kristanna_Loken,Kristanna_Loken,lfw,lfw,,,,,1,0.6592358,16.144363,0.34076422
data\processed\lfw\lfw\Narayan_Singh_Pun\Narayan_Singh_Pun_0001.jpg,data\processed\lfw\lfw\Danny_Green\Danny_Green_0001.jpg,Narayan_Singh_Pun,Danny_Green,lfw,lfw,,,,,0,0.22775838,19.285128,0.7722416
data\processed\lfw\lfw\Crispin_Glover\Crispin_Glover_0001.jpg,data\processed\lfw\lfw\David_Collenette\David_Collenette_0001.jpg,Crispin_Glover,David_Collenette,lfw,lfw,,,,,0,0.22995554,19.734694,0.77004445
data\processed\lfw\lfw\Ralf_Schumacher\Ralf_Schumacher_0002.jpg,data\processed\lfw\lfw\Ralf_Schumacher\Ralf_Schumacher_0008.jpg,Ralf_Schumacher,Ralf_Schumacher,lfw,lfw,,,,,1,0.4077601,19.167978,0.59223986
data\processed\lfw\lfw\Charles_Rogers\Charles_Rogers_0001.jpg,data\processed\lfw\lfw\Atiabet_Ijan_Amabel\Atiabet_Ijan_Amabel_0001.jpg,Charles_Rogers,Atiabet_Ijan_Amabel,lfw,lfw,,,,,0,0.2319579,24.75983,0.7680421
data\processed\lfw\lfw\Anzori_Kikalishvili\Anzori_Kikalishvili_0001.jpg,data\processed\lfw\lfw\Guennadi_Chipouline\Guennadi_Chipouline_0001.jpg,Anzori_Kikalishvili,Guennadi_Chipouline,lfw,lfw,,,,,0,0.32332438,19.170647,0.6766756
data\processed\lfw\lfw\Kate_Hudson\Kate_Hudson_0001.jpg,data\processed\lfw\lfw\Kate_Hudson\Kate_Hudson_0004.jpg,Kate_Hudson,Kate_Hudson,lfw,lfw,,,,,1,0.18033025,21.709795,0.8196697
data\processed\lfw\lfw\John_Abizaid\John_Abizaid_0004.jpg,data\processed\lfw\lfw\John_Abizaid\John_Abizaid_0008.jpg,John_Abizaid,John_Abizaid,lfw,lfw,,,,,1,0.41749838,19.083088,0.58250165
data\processed\lfw\lfw\Julie_Gerberding\Julie_Gerberding_0002.jpg,data\processed\lfw\lfw\Julie_Gerberding\Julie_Gerberding_0007.jpg,Julie_Gerberding,Julie_Gerberding,lfw,lfw,,,,,1,0.65148586,16.409206,0.34851414
data\processed\lfw\lfw\Al_Gore\Al_Gore_0002.jpg,data\processed\lfw\lfw\Al_Gore\Al_Gore_0004.jpg,Al_Gore,Al_Gore,lfw,lfw,,,,,1,0.7516481,13.896826,0.24835187
data\processed\lfw\lfw\Nia_Vardalos\Nia_Vardalos_0005.jpg,data\processed\lfw\lfw\Mick_Jagger\Mick_Jagger_0003.jpg,Nia_Vardalos,Mick_Jagger,lfw,lfw,,,,,0,0.37453958,21.171526,0.6254604
data\processed\lfw\lfw\Valery_Giscard_dEstaing\Valery_Giscard_dEstaing_0001.jpg,data\processed\lfw\lfw\Valery_Giscard_dEstaing\Valery_Giscard_dEstaing_0003.jpg,Valery_Giscard_dEstaing,Valery_Giscard_dEstaing,lfw,lfw,,,,,1,0.5324934,17.423225,0.4675066
data\processed\lfw\lfw\Demi_Moore\Demi_Moore_0002.jpg,data\processed\lfw\lfw\Demi_Moore\Demi_Moore_0004.jpg,Demi_Moore,Demi_Moore,lfw,lfw,,,,,1,0.59421855,16.544353,0.40578145
